suite	core	model	case	opcode	mnemonic	mode	legality	status	detail	failure_class
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$53	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$54	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$55	EOR	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$56	LSR	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$57	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$58	CLI	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$59	EOR	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5A	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5B	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5C	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5D	EOR	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5E	LSR	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$5F	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$60	RTS	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$61	ADC	(zero page,X)	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$62	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$63	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$64	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$65	ADC	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$66	ROR	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$67	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$68	PLA	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$69	ADC	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6A	ROR	accumulator	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6C	JMP	indirect	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6D	ADC	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6E	ROR	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$6F	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$70	BVS	relative	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$71	ADC	(zero page),Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$72	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$73	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$74	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$75	ADC	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$76	ROR	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$77	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$78	SEI	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$79	ADC	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7A	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7B	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7C	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7D	ADC	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7E	ROR	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$7F	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$80	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$81	STA	(zero page,X)	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$82	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$83	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$84	STY	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$85	STA	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$86	STX	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$87	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$88	DEY	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$89	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8A	TXA	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8C	STY	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8D	STA	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8E	STX	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$8F	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$90	BCC	relative	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$91	STA	(zero page),Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$92	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$93	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$94	STY	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$95	STA	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$96	STX	zero page,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$97	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$98	TYA	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$99	STA	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9A	TXS	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9B	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9C	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9D	STA	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9E	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$9F	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A0	LDY	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A1	LDA	(zero page,X)	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A2	LDX	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A4	LDY	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A5	LDA	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A6	LDX	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A8	TAY	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$A9	LDA	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AA	TAX	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AC	LDY	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AD	LDA	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AE	LDX	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$AF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B0	BCS	relative	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B1	LDA	(zero page),Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B4	LDY	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B5	LDA	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B6	LDX	zero page,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B8	CLV	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$B9	LDA	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BA	TSX	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BC	LDY	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BD	LDA	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BE	LDX	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$BF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C0	CPY	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C1	CMP	(zero page,X)	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C2	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C4	CPY	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C5	CMP	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C6	DEC	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C8	INY	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$C9	CMP	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CA	DEX	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CB	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CC	CPY	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CD	CMP	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CE	DEC	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$CF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D0	BNE	relative	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D1	CMP	(zero page),Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D4	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D5	CMP	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D6	DEC	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D8	CLD	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$D9	CMP	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DA	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DB	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DC	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DD	CMP	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DE	DEC	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$DF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E0	CPX	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E1	SBC	(zero page,X)	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E2	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E4	CPX	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E5	SBC	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E6	INC	zero page	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E8	INX	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$E9	SBC	immediate	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$EA	NOP	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$EB	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$EC	CPX	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$ED	SBC	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$EE	INC	absolute	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$EF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F0	BEQ	relative	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F1	SBC	(zero page),Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F3	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F4	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F5	SBC	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F6	INC	zero page,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F7	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F8	SED	implied	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$F9	SBC	absolute,Y	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FA	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FB	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FC	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FD	SBC	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FE	INC	absolute,X	legal	pass		none
opcode_sweep	Peddle	nmos	first_reset_irq_masked_opcode_executes	$FF	???	illegal	illegal	pass		none
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$00	BRK	implied	legal	fail	NMI stack frame was not at the prefix JMP or target fetch; target opcode may have run before NMI	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$01	ORA	(zero page,X)	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$02	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$03	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$04	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$05	ORA	zero page	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$06	ASL	zero page	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$07	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$08	PHP	implied	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$09	ORA	immediate	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0A	ASL	accumulator	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0C	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0D	ORA	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0E	ASL	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$0F	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$10	BPL	relative	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$11	ORA	(zero page),Y	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$12	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$13	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$14	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$15	ORA	zero page,X	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$16	ASL	zero page,X	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$17	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$18	CLC	implied	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$19	ORA	absolute,Y	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1A	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1B	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1C	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1D	ORA	absolute,X	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1E	ASL	absolute,X	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$1F	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$20	JSR	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$21	AND	(zero page,X)	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$22	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$23	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$24	BIT	zero page	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$25	AND	zero page	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$26	ROL	zero page	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$27	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$28	PLP	implied	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$29	AND	immediate	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2A	ROL	accumulator	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2C	BIT	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2D	AND	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2E	ROL	absolute	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$2F	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$30	BMI	relative	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$31	AND	(zero page),Y	legal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$32	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes	skipped_opcode
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$33	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
opcode_sweep	Peddle	nmos	prefixed_nmi_before_target	$34	???	illegal	illegal	fail	NMI was not accepted before prefixed target opcode	synthetic_boundary
