suite	core	model	case	opcode	mnemonic	mode	legality	status	detail
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FC	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FD	SBC	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FE	INC	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_nmi_before_opcode	$FF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$00	BRK	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$01	ORA	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$02	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$03	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$04	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$05	ORA	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$06	ASL	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$07	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$08	PHP	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$09	ORA	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0A	ASL	accumulator	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0D	ORA	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0E	ASL	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$0F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$10	BPL	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$11	ORA	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$12	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$13	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$14	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$15	ORA	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$16	ASL	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$17	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$18	CLC	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$19	ORA	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1A	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1D	ORA	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1E	ASL	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$1F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$20	JSR	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$21	AND	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$22	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$23	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$24	BIT	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$25	AND	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$26	ROL	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$27	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$28	PLP	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$29	AND	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2A	ROL	accumulator	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2C	BIT	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2D	AND	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2E	ROL	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$2F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$30	BMI	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$31	AND	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$32	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$33	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$34	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$35	AND	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$36	ROL	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$37	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$38	SEC	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$39	AND	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3A	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3D	AND	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3E	ROL	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$3F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$40	RTI	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$41	EOR	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$42	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$43	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$44	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$45	EOR	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$46	LSR	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$47	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$48	PHA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$49	EOR	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4A	LSR	accumulator	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4C	JMP	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4D	EOR	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4E	LSR	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$4F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$50	BVC	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$51	EOR	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$52	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$53	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$54	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$55	EOR	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$56	LSR	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$57	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$58	CLI	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$59	EOR	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5A	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5D	EOR	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5E	LSR	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$5F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$60	RTS	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$61	ADC	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$62	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$63	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$64	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$65	ADC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$66	ROR	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$67	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$68	PLA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$69	ADC	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6A	ROR	accumulator	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6C	JMP	indirect	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6D	ADC	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6E	ROR	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$6F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$70	BVS	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$71	ADC	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$72	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$73	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$74	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$75	ADC	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$76	ROR	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$77	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$78	SEI	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$79	ADC	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7A	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7D	ADC	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7E	ROR	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$7F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$80	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$81	STA	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$82	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$83	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$84	STY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$85	STA	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$86	STX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$87	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$88	DEY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$89	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8A	TXA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8B	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8C	STY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8D	STA	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8E	STX	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$8F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$90	BCC	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$91	STA	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$92	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$93	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$94	STY	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$95	STA	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$96	STX	zero page,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$97	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$98	TYA	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$99	STA	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9A	TXS	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9B	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9C	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9D	STA	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9E	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$9F	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A0	LDY	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A1	LDA	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A2	LDX	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A4	LDY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A5	LDA	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A6	LDX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A8	TAY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$A9	LDA	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AA	TAX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AC	LDY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AD	LDA	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AE	LDX	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$AF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B0	BCS	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B1	LDA	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B4	LDY	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B5	LDA	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B6	LDX	zero page,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B8	CLV	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$B9	LDA	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BA	TSX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BB	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BC	LDY	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BD	LDA	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BE	LDX	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$BF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C0	CPY	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C1	CMP	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C2	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C4	CPY	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C5	CMP	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C6	DEC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C8	INY	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$C9	CMP	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CA	DEX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CB	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CC	CPY	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CD	CMP	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CE	DEC	absolute	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$CF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D0	BNE	relative	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D1	CMP	(zero page),Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D2	???	illegal	illegal	skip	opcode skipped because it is KIL/JAM or one of the seven known unstable NMOS opcodes
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D4	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D5	CMP	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D6	DEC	zero page,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D8	CLD	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$D9	CMP	absolute,Y	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DA	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DB	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DC	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DD	CMP	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DE	DEC	absolute,X	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$DF	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E0	CPX	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E1	SBC	(zero page,X)	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E2	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E3	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E4	CPX	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E5	SBC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E6	INC	zero page	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E7	???	illegal	illegal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E8	INX	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$E9	SBC	immediate	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$EA	NOP	implied	legal	pass	
opcode_sweep	sflib6502	NMOS	first_reset_irq_masked_opcode_executes	$EB	???	illegal	illegal	pass	
